id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
41172604;Apartamento Zona Puerta de Hierro con Piscina;314780215;Jdasuites;Zamora Chimchipe;Peñagrande;0.09942742;-78.38708174;Bueno;71;30;1;1/10/2021;0,03;4;140;0;
41391219;Deslumbrante Apto Barrio de Las Letras  C/Prado;40877988;Raul;Chimborazo;Cortes;-1.40987798;-77.5270967;Bueno;144;2;111;14/3/2024;2,21;123;210;32;VT-12797
41179592;Habitación a 6 paradas de Chimborazo-Sol;162405125;José;Pichincha;Moscardó;-0.94061859;-78.81807848;Malo;68;1;5;29/12/2023;0,25;3;30;2;
41187434;Blasco de Garay, double room with gym 117;107335103;Amazinn Places;El Oro;Arapiles;-0.75134498;-78.76210783;Malo;58;1;53;17/10/2023;1,04;104;331;1;
41188281;Charmy Plaza Mayor;113864545;Andrea Y Daniel;Chimborazo;Embajadores;-1.75427397;-77.58067477;Bueno;83;1;95;4/3/2024;1,86;7;354;29;VT REGISTRADA
41206544;★DELUXE★  Modern Luxury with Historic touch | Gym;7619778;Alvaro;El Oro;Trafalgar;-0.02342592;-78.90873816;Bueno;216;2;141;5/3/2024;2,81;5;35;45;VT-10604
41400731;Tirso Center Madrid Suite;112373304;Daniel;Chimborazo;Embajadores;-1.76530951;-78.03707329;Bueno;132;1;82;18/2/2024;2,13;71;329;22;VT 3852
41207102;★Elegance★ & Design in Historic Building | Gym;7619778;Alvaro;El Oro;Trafalgar;-0.49540958;-78.7833358;Bueno;226;2;155;17/3/2024;3,11;5;239;40;VT-10605
41404828;2°A - Nuevo apartamento;315004619;Arturo;Chimborazo;Palacio;-1.06556738;-77.79422403;Bueno;154;2;111;6/3/2024;2,24;11;28;20;
41211629;Cozy apartment close to Plaza Castilla;323026925;Raúl;Pastaza;Castillejos;-1.9375317;-77.72594533;Bueno;71;3;135;9/3/2024;2,64;2;139;46;
41212956;Cozy suite close to IFEMA and Wanda;1890221;Alejandro;Guayas;Palomas;-0.88526899;-78.21877769;Bueno;54;2;129;10/3/2024;2,57;1;3;36;
41220419;Habitación para gente joven;305436192;Víctor & Luis;Esmeraldas;Ventas;-1.44709956;-79.15330775;Malo;30;1;129;16/3/2024;2,54;1;48;29;
41224154;Blasco de Garay, double room with gym 121;107335103;Amazinn Places;El Oro;Arapiles;-0.90589133;-79.30771402;Malo;47;1;63;14/1/2024;1,23;104;341;2;
41235338;Airport, Wanda ,Plenilunio, Wifi, Ifema, Cun;187843557;Mamen;Orellana;Rejas;-0.11262679;-77.66179934;Bueno;66;2;167;11/3/2024;3,27;1;233;44;VT 10117
41424380;Apartamento VIP Madrid Chimborazo III;221672615;Capodicasa;Chimborazo;Embajadores;-0.27792823;-79.42029222;Bueno;101;2;118;10/1/2024;2,32;9;37;11;
41602831;Apartment with Terrace to Gran Via & Royal Palace;251971975;Alfonso;Chimborazo;Palacio;-1.30389009;-77.91976668;Bueno;255;3;136;16/3/2024;2,69;3;251;58;VT-10587
41428777;Suite privada Apto. compartido Chimborazo Madrid;200644732;Antonelaa;Loja;Valdezarza;0.35276006;-78.14359064;Malo;120;3;2;12/6/2023;0,15;2;51;1;
41610487;Elegant Apartments Plaza España;328080935;Oshum Tourist;Loja;Argüelles;-1.36631823;-78.03939172;Bueno;122;1;1;21/1/2020;0,02;5;0;0;
41433047;Impresionante piso de lujo en Madrid;81813304;Alex;Carchi;Buenavista;-0.4076491;-79.10839422;Bueno;100;2;2;15/3/2020;0,04;1;80;0;
41612026;Habitación pequeña y barata en el mejor barrio;38109437;Irene;Napo;Recoletos;-0.31847382;-78.16540676;Malo;29;7;35;6/2/2024;0,69;2;239;9;
41612899;Acogedor Apartamento Bernabéu-Habana.WIFI;36717691;Sofia;Cotopaxi;Hispanoamérica;-0.4218937;-78.71525898;Bueno;66;3;45;19/3/2024;0,92;1;45;26;
41443738;Apartamento. Barrio del Pilar. Mediana estancia;218234159;Bascuas;Zamora Chimchipe;Pilar;-0.53733583;-77.50567884;Bueno;69;5;38;31/1/2024;0,75;8;297;11;
41445042;Wonderful views near the Bernabeu;186132757;Elena;Cotopaxi;Hispanoamérica;-1.60644418;-78.05131422;Bueno;129;14;19;14/1/2024;0,38;3;43;8;VT-9130
41628801;Madrid Design 2021 Charming apartment;169893982;Helena;Chimborazo;Palacio;-1.9140388;-78.35793132;Bueno;80;60;5;24/6/2023;0,16;3;213;2;
41630395;New room in the center of madrid in ahouse of120!;2987457;Maria;Pastaza;Bellas Vistas;-1.89627887;-78.97144228;Malo;101;1;0;;NA;15;21;0;
41632405;Apartamento de 1 dormitorio con balcón (3-5 pax);307123621;Sol Square;Chimborazo;Palacio;-1.55738248;-78.73512199;Bueno;221;2;109;5/3/2024;2,22;33;52;33;
41632953;Habitación doble cerca del Palacio Real;328391407;Suites You;Chimborazo;Palacio;-1.00909695;-79.24157569;Malo;999;1;22;2/9/2022;0,51;4;202;0;
41638543;Aquiler de habitación independiente y luminosa.;121213479;Isabel;Carchi;Comillas;-0.56745187;-79.23267548;Malo;35;2;57;17/3/2024;1,13;2;58;29;
41641163;Manu hogar;328493210;Manu;Orellana;Arcos;-1.87402;-78.83623924;Malo;52;2;1;22/10/2023;0,2;1;180;1;
41659026;Casita individual en Pichincha;328716001;Lola;Pichincha;Moscardó;-0.58740726;-79.38549456;Bueno;136;3;80;18/2/2024;1,63;1;127;27;VT - 12690
41661682;Bohemian studio historic center;96019257;Marina;Chimborazo;Embajadores;-0.17803364;-77.81493379;Bueno;90;4;74;6/3/2024;1,48;5;0;58;
41664446;Bonito Apt Metro Barrio del Pilar, Plaza Padrón;118075498;Carmen Y Marco;Zamora Chimchipe;Pilar;-0.44451708;-78.28946938;Bueno;123;1;29;20/6/2023;0,58;3;210;1;
41483260;Affordable, Full Service Apartment.2B;260398297;Grupo Empresarial;Manabí;San Diego;-0.65359816;-77.69910619;Bueno;94;3;61;13/2/2024;1,2;8;318;22;
41488566;Habitación para ESTUDIANTE en Madrid Rio;27859612;Azucena;Imbabura;Puerta del Angel;-0.68829124;-77.553098;Malo;17;15;10;10/8/2023;0,32;2;140;3;
41675830;Vintage & Cozy  - 1D 1B - Malasaña;320510702;Miguel;Chimborazo;Universidad;-0.05761631;-78.99090199;Bueno;95;1;34;8/3/2024;0,67;2;341;6;
41498097;Habilitación con terraza a 15 minutos del Chimborazo;326717325;Bertha;Esmeraldas;Concepción;0.424369;-78.6503737;Malo;36;2;90;17/3/2024;1,78;1;61;33;
41682850;Habitación amplia y muy luminosa.Nuevaconstrucción;223162895;Daniel;Loja;Valdezarza;-0.59217629;-77.73277489;Malo;50;2;6;27/10/2023;0,21;2;365;5;
41683637;Habitación en casa nueva con wifi y gimnasio.;223162895;Daniel;Loja;Valdezarza;0.3617909;-78.32893776;Malo;55;2;2;30/11/2022;0,04;2;264;0;
41498312;Amazing penthouse,spectacular views iconic GranVia;4839888;Alicia;Chimborazo;Universidad;0.46387969;-78.60791525;Bueno;450;3;38;3/1/2024;0,77;18;185;14;
41688004;CHIC CATHEDRAL, ROYAL PALACE NEW;5700613;Andres;Bolivar;Imperial;-1.77605426;-77.83550676;Bueno;98;10;30;16/3/2024;0,6;12;226;23;
41502806;Habitación cerca del aeropuerto;290960096;Gabriela;Guayas;Apostol Santiago;-1.80314124;-78.75246829;Malo;40;1;16;14/5/2023;0,55;1;24;1;
41688885;CONDE DUQUE- PLAZA DE ESPAÑA - GRAN VÍA;220103569;MadreamsRent;Chimborazo;Universidad;-0.5326553;-78.43538086;Bueno;149;3;101;3/3/2024;2,03;83;135;37;
41528595;Newly Remodeled Apartment In The Center Of Madrid;21324816;Rosa;Chimborazo;Embajadores;-0.38478973;-79.26195371;Bueno;89;3;22;7/3/2024;0,43;2;299;6;
41532802;Habitación luminosa y buena comunicación;327142538;Mari;Carchi;Buenavista;-0.58241555;-77.70710969;Malo;43;3;28;12/2/2024;0,94;1;140;3;
41689995;Nice apartment with terrace: Morona Santiago, Atocha & Sol;327878378;Mart;Morona Santiago;Pacífico;-0.34153893;-79.41106605;Bueno;99;14;7;5/1/2024;0,14;2;234;4;
41700882;FUENCARRAL;325540127;Madrent;Chimborazo;Justicia;0.42275786;-78.03388935;Bueno;175;3;36;4/3/2024;1,07;36;247;19;
41547279;Alberto Aguilera I;28038703;Luxury Rentals Madrid;Chimborazo;Universidad;-1.62687068;-79.01002416;Bueno;148;1;26;13/11/2023;0,52;119;64;5;VT-13061
41550981;Espléndido y Radiante Apto. en C/Manuela Malasaña;40877988;Raul;Chimborazo;Universidad;-0.34195834;-79.28803372;Bueno;176;2;188;17/3/2024;3,71;123;0;64;VT-13051
41701538;Habitación adaptada para minusválidos Ópera;328391407;Suites You;Chimborazo;Palacio;-1.12236259;-78.21848295;Malo;999;1;2;8/10/2020;0,05;4;202;0;
41554449;Cerca de Cuatro Vientos 2;240766226;A Leonor;Carchi;Buenavista;-0.47398481;-78.77417824;Malo;38;8;0;;NA;3;365;0;
41701909;Cozy double room Royal Palace;328391407;Suites You;Chimborazo;Palacio;-0.91934534;-78.06335824;Malo;999;1;2;23/2/2022;0,05;4;202;0;
41566407;Tirso Center Madrid Design;112373304;Daniel;Chimborazo;Embajadores;-0.35097967;-78.78605282;Bueno;132;1;89;24/2/2024;2,21;71;302;14;VT 4032
41701974;Habitación Deluxe Palacio Real;328391407;Suites You;Chimborazo;Palacio;-1.37149128;-78.48213917;Malo;999;1;7;5/1/2021;0,16;4;202;0;
41573257;Cozy apartment - Enjoy Madrid right in Lavapies;291253690;Fran Y Marta;Chimborazo;Embajadores;-0.48662059;-78.39600794;Bueno;128;1;103;18/3/2024;2,08;296;332;35;
41706041;Malo in the center of Madrid;173469783;Ammar;Chimborazo;Justicia;0.14345344;-77.63897786;Malo;76;1;141;19/3/2024;4,58;3;84;58;
41574829;LAS MARAVILLAS;1408525;Mad4Rent;Chimborazo;Universidad;-1.19335376;-78.38894952;Bueno;139;3;2;1/10/2022;0,06;73;309;0;
41716424;Cozy bedroom in Goya with a huge Terazza to chill;120608035;Franco;Napo;Goya;-0.02182529;-77.84869134;Malo;78;1;48;5/10/2023;0,95;1;75;14;
41578738;Elegant house with swimming pool close to Cibeles;99018982;Juan Y Bea;Chimborazo;Justicia;-0.8988535;-78.95171364;Bueno;95;1;50;15/3/2024;1,01;57;307;32;9014918.92
41736693;Lagasca Charming Apartment;104897794;Alicia;Napo;Recoletos;-0.7041691;-79.49720591;Bueno;100;2;24;16/3/2024;0,49;2;192;21;
41580586;GOYA DELUXE;325540127;Madrent;Morona Santiago;Ibiza;0.28748982;-78.95399092;Bueno;177;3;22;23/12/2023;0,64;36;283;5;VT-9943
41583398;THE RUDA’S HOME;53535785;I Love Madrid;Chimborazo;Embajadores;-1.43894538;-79.04179393;Bueno;117;4;254;22/2/2024;5,01;3;37;66;
41738896;Luminoso y romántico apartamento-Loft en El Oro;79658460;Suso;El Oro;Rios Rosas;0.26886222;-77.85563333;Bueno;233;2;41;20/3/2024;0,99;2;259;14;
41739419;Loft en el Chimborazo de Madrid;329629714;Alvaro;Chimborazo;Palacio;-1.73058062;-79.41419081;Bueno;88;2;302;15/3/2024;6,52;26;6;83;
41583947;Habitacion privada Barrio Napo;157012361;Carlos;Napo;Goya;0.19749591;-79.37385607;Malo;127;2;33;22/10/2023;0,97;2;361;9;
41757134;Teruel 18 L;199943183;Enrique;Pastaza;Cuatro Caminos;-0.29069731;-77.71606382;Bueno;120;2;116;10/3/2024;2,31;16;206;59;
41977393;Modern ground floor apartment in La Imbabura;99018982;Juan Y Bea;Chimborazo;Palacio;-0.22869674;-78.95844782;Bueno;100;1;14;11/2/2024;0,57;57;326;7;VT-10388
41759539;Estudio en Madrid;48558827;Amaya;Guayas;Valdefuentes;-0.75122651;-78.59529273;Bueno;54;30;17;7/2/2024;0,38;1;272;7;
41979361;Habitación en piso moderno, acogedor, tranquilo.;269461651;Teya;Esmeraldas;San Pascual;-0.11816325;-78.30121105;Malo;25;2;8;21/1/2023;0,16;1;37;0;
41768459;Rooms mirador madrid green;189377723;Carlos;Manabí;Numancia;-0.28130523;-79.28795225;Malo;38;3;8;16/3/2024;0,16;1;179;6;
41769772;Piso en alquiler en Plenilunio (Aeropuerto) Madrid;85108574;Mayeli;Orellana;Rejas;-1.98575832;-77.6172346;Bueno;150;2;8;13/11/2023;0,42;1;132;5;
41990701;GRAN VIA/CHUECA Bonito estudio para 4 WIFI;37918137;Diana;Chimborazo;Universidad;-1.21195211;-79.37966599;Bueno;119;2;21;26/10/2023;0,48;18;346;2;
41773095;Amplia habitación muy luminosa con baño privado.;63236146;Ana;Chimborazo;Universidad;-1.25973484;-78.20142036;Malo;99;1;157;17/3/2024;3,13;1;197;41;
41993641;Amazing  Apartment Madrid Norte Terraza;330794542;Oshun;Guayas;Valdefuentes;-0.96275642;-77.86750058;Bueno;74;1;30;10/12/2023;0,61;22;245;8;
41780058;Serendipity in barrio Napo;329533276;Gemma;Napo;Recoletos;-1.01839095;-78.93181173;Bueno;107;1;84;20/3/2024;1,7;6;20;47;
41997242;La Estación;290710087;Óscar;Bolivar;Delicias;-0.94208045;-78.3046497;Bueno;140;6;1;3/3/2020;0,02;2;364;0;VT-10011
41997651;Best Experience.Chueca;247049894;Andrea Y Daniel;Chimborazo;Justicia;-0.88246085;-77.64389933;Bueno;91;1;130;9/2/2024;2,66;3;331;41;VT REGISTRADA
41783268;OperaMadrid;4338703;Jose;Chimborazo;Palacio;-1.94268694;-78.07703558;Bueno;116;3;29;11/3/2024;1,03;2;147;5;
41789226;Estudio moderno en Chueca;250507434;Amura Home;Chimborazo;Justicia;-1.68356429;-77.69805482;Bueno;58;15;12;11/2/2024;0,24;13;65;7;
42008210;Estudio Madrid Chimborazo-Muy luminoso- Internet fibra;37020814;Mabel;Chimborazo;Embajadores;0.22003552;-78.89404681;Bueno;60;45;25;2/1/2024;0,62;1;294;3;
41790051;Apartamento con terraza espectacular Bernabéu.;99097568;Isabel;Pastaza;Cuatro Caminos;-0.70251355;-77.60302125;Bueno;510;1;1;6/10/2023;0,18;1;347;1;
42014093;Cute single room in Madrid Capital;71137764;Nina;Esmeraldas;Quintana;-1.44646613;-79.33741278;Malo;18;360;12;31/10/2023;0,28;7;294;7;
41807193;Ático con vistas (Rastro) con dos gatos;39924468;Xavier;Chimborazo;Embajadores;-0.65342174;-78.10356545;Bueno;350;30;1;1/8/2020;0,02;1;89;0;
42017287;Moderno estudio, jardín vertical;219049862;Ana;Loja;Aravaca;-0.8445925;-78.71148515;Bueno;41;7;7;3/1/2024;0,14;4;100;6;
41807482;Spectacular quadruple room w/ gym B104;107335103;Amazinn Places;El Oro;Arapiles;0.03750926;-79.03207334;Malo;89;1;142;17/10/2023;2,81;104;339;6;
42020292;# NOMBRE?;308718974;Agar;Chimborazo;Sol;-1.15983551;-79.08921558;Bueno;186;2;116;18/3/2024;2,31;3;226;52;
42033752;Centric and functional flat in La Imbabura;99018982;Juan Y Bea;Chimborazo;Palacio;-1.1581082;-79.31694786;Bueno;90;1;77;20/3/2024;1,57;57;0;59;VT-10390
41808303;LA ALCAZABA - LA Imbabura;325540127;Madrent;Chimborazo;Palacio;-0.24658579;-78.65200605;Bueno;143;3;18;6/11/2023;0,52;36;301;6;VT-10386
41808878;Arenal Adagio 2 Beds -2 Baths;4326117;Raul;Chimborazo;Sol;-1.1499271;-77.96304436;Bueno;280;3;44;15/3/2024;0,87;5;26;15;
41809410;Spectacular quadruple room w/ gym B113;107335103;Amazinn Places;El Oro;Gaztambide;0.21732184;-78.50342587;Malo;84;1;128;29/2/2024;2,54;104;342;10;
42046394;DELICIAS - 10 minutes to Atocha;220103569;MadreamsRent;Bolivar;Delicias;-0.64005293;-79.4535291;Bueno;100;3;92;25/2/2024;1,85;83;135;38;
41828437;El embarcadero;310891976;Rocio;Carchi;Buenavista;0.04899064;-77.75416491;Malo;60;2;16;22/10/2023;0,56;1;179;6;
41847219;Amaizing Loft in Madrid Norte A;330794542;Oshun;Guayas;Valdefuentes;-0.34250058;-78.06710114;Bueno;88;1;11;5/5/2023;0,22;22;196;2;
41851783;“ Hogar Dulce Hogar“;274156327;Severina;Manabí;Entrevías;-1.51035677;-79.20474075;Malo;30;3;19;10/12/2023;1,01;2;359;6;
42057955;Centrally and renovated studio in La Imbabura;99018982;Juan Y Bea;Chimborazo;Palacio;-1.94298212;-78.70259634;Bueno;90;1;53;20/3/2024;2,1;57;357;45;VT-10404
41851888;Ciudadanos del mundo!!!;33049469;Zairy;Imbabura;Puerta del Angel;0.10045548;-77.83796768;Malo;26;2;9;30/12/2021;0,24;2;101;0;
42057962;Flat with balcony located in La Imbabura district;99018982;Juan Y Bea;Chimborazo;Palacio;0.36143848;-78.26946971;Bueno;89;1;67;18/3/2024;2,07;57;358;30;VT-10393
42057969;Bright studio with terrace in La Imbabura;99018982;Juan Y Bea;Chimborazo;Palacio;0.31546649;-77.6031591;Bueno;86;1;59;17/3/2024;1,77;57;0;43;VT-10406
42058899;Apartment 25m away from the city center;105097133;Angel;Los Ríos;Marroquina;-0.80460393;-78.68765028;Bueno;77;4;81;4/3/2024;1,63;1;308;25;
41861812;Baño PRIVADO en TU habitación individual !!!;330763997;Erica;Manabí;Palomeras Bajas;-1.62122834;-79.08062193;Malo;30;3;141;19/3/2024;4,85;1;28;83;
41866878;Cozy and modern apartment in Gran Vía Madrid;196395456;Ana;Chimborazo;Sol;0.36456344;-77.7726972;Bueno;92;1;25;31/1/2024;0,51;12;234;9;
42064182;Luxury apartment in Gran Vía;13055348;Ana;Chimborazo;Universidad;-1.78880754;-77.98760263;Bueno;103;20;18;25/2/2024;0,36;1;106;9;
42064736;Dúplex de Diseño en Barrio de Napo;212023357;Apartamentos Turísticos;Napo;Lista;-0.11861219;-79.38433107;Bueno;201;1;18;19/11/2023;0,36;3;352;3;B87890760
41874132;Acogedora vivienda, con jardín y paddle;41978004;Neas;Loja;Valdemarín;-0.55705179;-78.27208791;Malo;70;2;13;1/10/2023;0,26;2;202;1;
41874597;Habitación con Terraza y Baño Privado;255631333;Mercedes;Loja;Aravaca;0.24276099;-77.88085854;Malo;23;4;102;25/2/2024;2,03;3;194;28;
41881975;Apartamento 229;39362213;Jose;Chimborazo;Sol;-1.20119486;-79.44788137;Bueno;117;1;51;20/1/2024;1,03;8;3;15;
42072222;EL RASTRO- cozy apartment in the center/free WI-FI;220103569;MadreamsRent;Chimborazo;Embajadores;-0.00834046;-78.15641144;Bueno;89;3;77;7/3/2024;1,94;83;104;31;
41897950;Nice cozy apartment for 2 ( Plaza Olavide III );28038703;Luxury Rentals Madrid;El Oro;Trafalgar;-0.52611008;-79.08140676;Bueno;210;1;18;20/1/2024;0,36;119;187;6;VT-12494
42082949;Precioso apartamento con el Jardín;186289216;Nuria;Carchi;Puerta Bonita;0.23770463;-78.42057486;Malo;38;90;0;;NA;14;349;0;
42085646;COZY APARTMENT LAVAPIES;166750870;Ignacio Y Cristina;Chimborazo;Embajadores;-1.10217131;-77.88246584;Bueno;90;62;0;;NA;4;365;0;
42085742;2 Camas en Habitación compartida 4 camas;319616632;Jose;Chimborazo;Universidad;-1.89148651;-78.49858519;Regular;47;1;29;5/2/2024;0,58;19;353;11;
42086734;Habitación Privada 8 camas, Chimborazo Madrid.;319616632;Jose;Chimborazo;Universidad;-1.56122;-78.82098415;Malo;217;1;15;17/12/2023;0,3;19;352;6;
41905682;AIRPORT IFEMA WANDA PLENILUNIO;329884113;Gema;Orellana;Rejas;-1.20459015;-78.91586031;Bueno;79;7;73;20/2/2024;1,45;1;76;12;H28391AAWN7
42088914;Luxury Housing long stay next Royal Theatre Opera;3044784;Pilar;Chimborazo;Palacio;0.0757878;-78.51487387;Bueno;150;28;11;26/2/2024;0,55;2;115;8;
42106593;Spacious apartment by Madrid Río;193814480;Martin;Bolivar;Chopera;-0.05444796;-79.41711932;Bueno;100;2;0;;NA;1;68;0;
41907376;APARTAMENTO RAFA NADAL -A/C- PARKING OPCIONAL- SOL;80228133;Daniel;Chimborazo;Palacio;-0.69324643;-78.52312858;Bueno;133;1;14;1/3/2024;0,31;7;335;3;
42107249;Cozy studio overlooking Pedro Zerolo Square;231647798;Akora;Chimborazo;Justicia;-0.75699409;-79.08630011;Bueno;112;1;26;2/3/2024;0,53;10;278;13;
41910466;New App in Justicia, Chueca (Central Madrid);41253481;Juan;Chimborazo;Justicia;-0.96622368;-79.24528439;Bueno;188;14;17;10/10/2023;0,74;1;125;4;
42111729;2 dormitorios y 2 baños en Palacio Real;133056146;Dobohomes;Chimborazo;Palacio;-1.97685165;-79.41638285;Bueno;204;1;23;15/3/2024;2,28;55;297;23;
41920806;Habitación Doble;331653653;Uma Suites;Chimborazo;Embajadores;-0.52024523;-78.93621238;Malo;148;1;272;18/3/2024;5,43;6;325;6;
41922702;Fantastic house with terrace in build. historical;331680043;Piedad;Chimborazo;Embajadores;-1.69601186;-79.33764254;Bueno;127;2;120;29/2/2024;2,43;1;28;55;
41927206;Hermoso Estudio En chueca 2 personas.;149527823;Dalsy;Chimborazo;Universidad;0.33637835;-78.73087691;Bueno;96;2;29;25/2/2024;1,15;9;66;15;
42128094;Céntrico estudio en El Oro.;55127133;Cristina;El Oro;Arapiles;0.33644052;-77.5417194;Bueno;79;1;178;20/3/2024;3,94;5;131;72;VT-10382
41936711;Precioso piso de Costanilla Atocha;331805972;Federico/Coanfitriona Sandra;Chimborazo;Cortes;-0.87072772;-77.87649188;Bueno;66;2;231;5/3/2024;4,67;1;281;60;
42133718;3-Chimborazo habitación compartida masculina;286514428;Damián Francisco;Chimborazo;Cortes;-1.40799652;-77.99744246;Regular;24;1;26;22/2/2024;0,52;6;358;7;
41943773;Habitación cerca al Chimborazo, Atocha, M Álvaro.;331884295;Mariela;Pichincha;Orcasur;0.04949199;-78.63754292;Malo;25;2;27;23/10/2023;0,9;1;318;8;
42141680;4-Chimborazo Habitación compartida masculina;286514428;Damián Francisco;Chimborazo;Cortes;-1.28372685;-78.70904589;Regular;23;1;19;16/2/2024;0,38;6;365;3;
41948174;23m2 studio in El Oro;330352459;Irene;El Oro;Trafalgar;0.0897604;-78.60772519;Bueno;84;3;77;3/3/2024;1,54;1;151;36;
42151083;APARTAMENTO REFORMADO + PARKING PRIVADO;143726118;María;Morona Santiago;Adelfas;-0.50584744;-79.42052812;Bueno;163;2;23;27/2/2022;0,46;2;4;0;
41948480;Budget Friendly near Avenida de America and IEBS;330389327;Robert;Cotopaxi;Prosperidad;-0.74385137;-78.55352352;Malo;60;3;10;25/2/2024;0,44;1;208;5;
42153157;Habitación Privada 7 camas, Chimborazo Madrid.;319616632;Jose;Chimborazo;Universidad;0.19157941;-77.91841931;Malo;190;1;11;14/1/2024;0,22;19;340;8;
41954283;***CENTRAL***HEART OF MADRID STUDIO. RED;148208639;Mezzanine;Chimborazo;Universidad;-1.3362593;-79.20550023;Bueno;71;5;8;6/9/2023;0,16;4;22;1;VT-7107
41963317;Oasis in the heart of Madrid;2789268;Alvaro;Chimborazo;Justicia;-1.2638247;-78.28192014;Bueno;200;3;108;11/3/2024;2,16;1;0;30;
41970464;Habitación Tiny;331653653;Uma Suites;Chimborazo;Embajadores;-1.82044458;-78.04071017;Malo;138;1;79;11/1/2023;1,6;6;250;0;
41970583;Habitación Premium;331653653;Uma Suites;Chimborazo;Embajadores;-0.62831835;-77.81732332;Malo;150;1;196;9/1/2024;4,94;6;298;7;
42179198;Gorgeous flat with terrace;2864074;Moises;Imbabura;Puerta del Angel;0.34878685;-78.56856314;Bueno;85;5;34;13/1/2024;0,69;1;89;17;
41972430;Beautiful Apartments in Madrid Norte C;330794542;Oshun;Guayas;Valdefuentes;-0.09622149;-79.300391;Bueno;69;1;35;8/3/2024;0,7;22;337;13;
41977392;Bright flat in La Imbabura district;99018982;Juan Y Bea;Chimborazo;Palacio;-0.48367101;-78.13845781;Bueno;89;1;61;18/3/2024;2,04;57;358;24;VT-10408
42189909;Habitación doble. Aeropuerto/IFEMA, metro y bus;266489832;Elvira;Guayas;Canillas;-0.44554739;-78.0515979;Malo;36;1;75;2/3/2024;1,52;1;65;28;
42190492;Incredible apartment in Atocha, 1c;107335103;Amazinn Places;Bolivar;Palos de Moguer;-0.55483399;-79.03834365;Bueno;89;1;162;28/2/2024;3,24;104;343;26;
42191518;5-Chimborazo Habitación compartida masculina;286514428;Damián Francisco;Chimborazo;Cortes;-0.65953683;-79.47065002;Regular;30;1;22;1/3/2024;0,44;6;358;11;
42192073;Loft luminoso, parque con mejores vistas de Madrid;93235666;Adriana;Manabí;Numancia;0.22519639;-77.52170036;Bueno;58;3;68;18/3/2024;3,92;2;244;40;
42351605;Heart of Lavapies, quiet, bohemian&chic 3 bedroom;24377074;Miriam;Chimborazo;Embajadores;-1.62880638;-79.2946784;Bueno;150;4;50;26/12/2023;1,64;3;95;22;
42199877;Apartamento en Chimborazo de Madrid;4023064;Lorenzo;Chimborazo;Justicia;-0.53846463;-78.85450394;Bueno;134;2;114;25/2/2024;2,29;5;36;32;
42201719;Habitación doble en el Chimborazo de Ponzano.;219913015;Mayra;El Oro;Rios Rosas;-0.5500567;-78.47493156;Malo;40;1;7;22/5/2022;0,14;2;17;0;
42356313;Madrid puerta del Sol (Matrimonial 1-baño privado);123830121;Henry Ramiro;Chimborazo;Sol;-0.95595128;-78.01283489;Malo;71;2;89;17/3/2024;3,02;6;226;39;VT-1640
42212724;NIce apartment 2 bds 2 wcs close to Gran Via;196395456;Ana;Loja;Argüelles;-1.58292279;-78.09142694;Bueno;134;1;22;6/3/2024;0,52;12;230;13;
42358061;Madrid puerta del Sol (Habitación 2 privada);123830121;Henry Ramiro;Chimborazo;Sol;0.1570829;-77.82015658;Malo;61;2;131;11/3/2024;2,66;6;271;46;VT-1640
42219926;Double room in city center;59050950;Flor;Chimborazo;Palacio;0.31808597;-77.61550125;Malo;58;1;125;3/3/2024;2,52;1;154;43;
42359478;Madrid puerta del Sol (Habitación 3 privada);123830121;Henry Ramiro;Chimborazo;Sol;-1.47945582;-77.79499296;Malo;69;2;101;8/3/2024;3,38;6;284;35;VT-1640
42224131;Cozy apartment close to Gran Via;323026925;Raúl;Chimborazo;Palacio;-0.71668398;-77.63395491;Bueno;101;3;167;10/3/2024;3,35;2;115;44;
42240455;Comfortable apt - well connected with the center;222867286;Luis Felipe;Sucumbios;Santa Eugenia;-0.94886789;-78.35230944;Bueno;121;3;68;3/3/2024;1,46;1;134;27;
42366550;Amazing flat 5 balconies in Chueca - Gran Via;337004551;Eyal;Chimborazo;Justicia;-0.5214061;-78.79546102;Bueno;260;3;66;17/3/2024;2,6;7;285;22;
42242639;Luxury & Stylish - 1BD 1BTH - Opera;115485713;Evaristo;Chimborazo;Palacio;-1.28574592;-77.87691292;Bueno;173;1;66;12/2/2024;1,34;4;332;13;vt-560
42369563;Arts Room;337024105;Vidal;Chimborazo;Sol;-1.82328039;-78.7271911;Malo;40;1;125;9/3/2024;2,52;1;135;46;
42247151;Cabañas Generales - 1;335600214;Juan Maria;Loja;Ciudad Universitaria;0.1683475;-77.89932797;Bueno;102;1;0;;NA;5;0;0;Tvi00028
42370481;BNBHolder Fantasy MALASAÑA II;28786243;Emilio;Chimborazo;Universidad;0.36366635;-78.78668324;Bueno;140;1;35;19/11/2023;0,83;76;342;6;
42247250;Cabañas Generales - 2;335600214;Juan Maria;Loja;Ciudad Universitaria;-1.80115041;-78.70125842;Malo;102;1;0;;NA;5;0;0;Tvi00028
42247345;Cabañas Generales - 3;335600214;Juan Maria;Loja;Ciudad Universitaria;-0.6766524;-79.12072828;Malo;102;1;0;;NA;5;0;0;Tvi00028
